"index";"Company";"TypeName";"Inches";"pixle_width";"pixle_height";"touchscreen";"cpu_speed";"cpu_brand";"cpu_";"Ram";"memmory_type";"primary_storage";"secondary_storage";"gpu_";"Gpu_brand";"OpSys";"Weight";"Price"
711;"Dell";"Notebook";14.0;1920;1080;0;2.8;"Intel";"Core i5";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"linux";1.6;58022
712;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"linux";2.0;38681
713;"Asus";"Notebook";14.0;1920;1080;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.5;15877
714;"Dell";"Notebook";16.0;1920;1080;0;2.6;"Intel";"Core i5";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.9;76012
715;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 920MX";"Nvidia";"window";1.9;45665
716;"Dell";"Notebook";16.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.9;62817
717;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"AMD";"A6-Series 7310";4;"HDD";500;0;" Radeon R4";"AMD";"window";2.2;15877
718;"Mediacom";"Notebook";14.0;1920;1200;0;1.9;"Intel";"Atom Z8350";4;"HDD";32;0;" HD Graphics 400";"Intel";"window";1.4;14119
719;"HP";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";2.6;63936
720;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.5;"Intel";"Core i7";64;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.2;89864
721;"HP";"2 in 1 Convertible";13.0;1366;768;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;44574
722;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;79867
723;"Dell";"Gaming";17.0;3840;2160;0;2.8;"Intel";"Core i7";32;"Hybrid";1024;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;194973
724;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.7;71847
725;"Lenovo";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" HD Graphics 620";"Intel";"N/A";1.9;26102
727;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;2.4;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";1.7;34579
728;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" Radeon R7 M445";"AMD";"linux";2.3;31410
729;"HP";"Notebook";16.0;1920;1080;0;3.0;"AMD";"A9-Series 9420";4;"HDD";1024;0;" Radeon 520";"AMD";"window";2.1;26054
730;"Acer";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";4.2;103097
731;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";12;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.3;34579
732;"HP";"Notebook";16.0;1920;1080;0;3.0;"AMD";"A9-Series A9-9420";6;"Hybrid";128;1024;" Radeon 520";"AMD";"window";2.1;34632
733;"Acer";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.4;29784
734;"Lenovo";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;51149
735;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";1.9;41505
736;"HP";"Workstation";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";256;0;" Quadro M2200";"Nvidia";"window";2.6;128884
737;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.6;"Intel";"Core i5";8;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";1.6;35112
738;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";1.8;111594
739;"Acer";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.4;21887
740;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce 940MX";"Nvidia";"window";2.0;64309
741;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.0;35431
742;"Toshiba";"Notebook";14.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;81785
743;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.7;53227
744;"Lenovo";"Workstation";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"SSD";1024;0;" Quadro M520M";"Nvidia";"window";2.5;175771
745;"Acer";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.7;17582
746;"Samsung";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 620";"Intel";"window";0.8;87859
748;"Dell";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;60031
749;"HP";"Workstation";17.0;1920;1080;0;2.9;"Intel";"Xeon E3-1535M";16;"SSD";256;0;" Quadro M2000M";"Nvidia";"window";3.0;233846
750;"Lenovo";"Netbook";12.0;1366;768;1;1.6;"Intel";"Celeron Dual";4;"SSD";128;0;" HD Graphics 400";"Intel";"window";1.4;25308
751;"HP";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.8;101232
752;"Asus";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";1024;0;" GeForce GTX 950M";"Nvidia";"N/A";2.5;30849
754;"Asus";"Notebook";16.0;1366;768;0;2.7;"Intel";"Core i7";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.4;45283
755;"Lenovo";"2 in 1 Convertible";13.0;3200;1800;1;1.8;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 540";"Intel";"window";1.3;63883
756;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;58555
757;"HP";"Workstation";16.0;1920;1080;0;2.6;"Intel";"Core i7";8;"SSD";256;0;" Quadro M1000M";"Nvidia";"window";2.6;83170
758;"Dell";"Gaming";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;152860
759;"Acer";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.1;31915
760;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.5;55837
761;"Dell";"Ultrabook";13.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.2;99048
762;"Google";"Ultrabook";12.0;2400;1600;1;1.2;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 615";"Intel";"other";1.1;83064
763;"Asus";"Ultrabook";13.0;3200;1800;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.2;60153
764;"Dell";"Notebook";13.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.7;45235
765;"Acer";"Notebook";13.0;1366;768;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.6;34898
766;"Asus";"Notebook";17.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" GeForce 920MX";"Nvidia";"window";2.8;25060
767;"Dell";"Gaming";16.0;3840;2160;1;2.6;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 960M";"Nvidia";"window";2.7;58555
768;"Samsung";"Ultrabook";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;85195
769;"Acer";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" HD Graphics 505";"Intel";"linux";2.1;15877
770;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"";0;0;" Radeon R7 M445";"AMD";"window";2.3;62938
771;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;2.7;"Intel";"Core i7";16;"SSD";256;0;" Radeon 540";"AMD";"window";1.7;95851
772;"Toshiba";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.8;54346
773;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.6;58555
775;"Asus";"2 in 1 Convertible";16.0;1920;1080;1;2.7;"Intel";"Core i7";12;"HDD";2048;0;" GeForce 940MX";"Nvidia";"window";2.3;44702
776;"Lenovo";"Notebook";16.0;3840;2160;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" Quadro M2000M";"Nvidia";"window";2.5;126274
777;"Acer";"Notebook";14.0;1920;1080;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.8;33886
778;"Razer";"Gaming";14.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1060";"Nvidia";"window";2.0;154459
779;"Asus";"Notebook";16.0;1920;1080;0;1.1;"Intel";"Pentium Dual";8;"SSD";128;0;" HD Graphics 505";"Intel";"window";2.0;31004
780;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";32;"Hybrid";1024;1024;" GeForce GTX 1070M";"Nvidia";"window";4.4;191211
781;"Asus";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.3;125208
782;"Toshiba";"Ultrabook";14.0;1920;1080;0;2.6;"Intel";"Core i7";16;"SSD";512;0;" GeForce 930M";"Nvidia";"window";1.5;93986
783;"Lenovo";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Quad";8;"HDD";1024;0;" HD Graphics 405";"Intel";"N/A";2.2;17529
784;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.7;122491
785;"MSI";"Gaming";14.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";1.6;100752
786;"MSI";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;58022
787;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";4;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.4;53227
788;"Acer";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";4.2;122491
789;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.6;52481
790;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX1060";"Nvidia";"window";2.2;71342
791;"Vero";"Notebook";14.0;1920;1080;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.2;10811
792;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;104962
793;"Lenovo";"2 in 1 Convertible";16.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" Radeon R7 M460";"AMD";"window";2.1;51096
794;"Apple";"Ultrabook";12.0;2304;1440;0;1.2;"Intel";"Core M";8;"Flash Storage";512;0;" HD Graphics 5300";"Intel";"mac";0.9;62071
795;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;124142
796;"Asus";"Notebook";14.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.6;15931
797;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.0;43157
798;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;71875
799;"Dell";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";8;"SSD";256;0;" Radeon R5 M420X";"AMD";"window";2.0;39374
800;"HP";"Workstation";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M2200";"Nvidia";"window";3.1;110018
801;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.4;58555
802;"Dell";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;79867
803;"Dell";"Notebook";16.0;3840;2160;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.1;93187
804;"Dell";"Netbook";12.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"SSD";128;0;" HD Graphics 505";"Intel";"window";1.6;39640
805;"HP";"Netbook";13.0;1366;768;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;74006
806;"Toshiba";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.1;41558
807;"HP";"Notebook";16.0;1366;768;0;2.5;"AMD";"A12-Series 9700P";8;"HDD";2048;0;" Radeon R7 Graphics";"AMD";"window";2.0;33513
808;"Dell";"Gaming";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1050 Ti";"Nvidia";"window";2.6;89457
809;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" GeForce 920M";"Nvidia";"window";2.4;32448
810;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";12;"HDD";1024;0;" Radeon RX 580";"AMD";"window";3.7;93187
811;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";2.9;128671
812;"Samsung";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";0.8;79867
813;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GT 940MX";"Nvidia";"window";2.0;51202
814;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" Radeon R5 M420";"AMD";"window";2.2;42081
815;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;99048
816;"Razer";"Ultrabook";13.0;3840;2160;1;2.5;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.3;95851
817;"HP";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics 400";"Intel";"other";1.2;20513
818;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";4.4;133467
819;"Dell";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.8;40226
820;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.1;26102
821;"Toshiba";"Ultrabook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.3;58075
822;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;133147
823;"MSI";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.4;63883
824;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Flash Storage";256;0;" HD Graphics 620";"Intel";"window";1.1;99900
825;"Toshiba";"Notebook";14.0;1366;768;0;2.1;"Intel";"Pentium Dual";4;"SSD";128;0;" HD Graphics 510";"Intel";"window";1.8;26587
826;"Asus";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;72354
827;"Dell";"Notebook";14.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.8;31169
828;"Acer";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.4;18914
829;"Acer";"Notebook";14.0;1920;1080;0;2.4;"Intel";"Core i3";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.5;32980
830;"Razer";"Gaming";17.0;3840;2160;1;2.9;"Intel";"Core i7";32;"SSD";512;0;" GeForce GTX 1080";"Nvidia";"window";3.5;292987
831;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.6;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.1;111835
832;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" GeForce 920";"Nvidia";"linux";2.1;27652
833;"Lenovo";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.7;63190
834;"Lenovo";"Notebook";14.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;87912
835;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";3.2;147832
836;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";2.9;128884
837;"Toshiba";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;35644
838;"Lenovo";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Quad";4;"Flash Storage";16;0;" HD Graphics 400";"Intel";"other";1.5;17316
839;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";128;0;" HD Graphics 620";"Intel";"window";2.3;31435
840;"Asus";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;95851
841;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";32;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;163724
842;"HP";"Notebook";17.0;1600;900;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce 930MX";"Nvidia";"window";2.6;48485
843;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.2;38041
844;"HP";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.5;99634
845;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";4;"SSD";256;0;" Radeon R5 M420";"AMD";"window";2.2;39374
846;"HP";"2 in 1 Convertible";12.0;1366;768;1;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"other";1.4;32767
847;"Asus";"Ultrabook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";512;0;" GeForce 940M";"Nvidia";"window";1.5;54665
848;"HP";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;121319
849;"HP";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.5;78215
850;"HP";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"SSD";128;0;" HD Graphics 400";"Intel";"N/A";1.9;15931
851;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.1;101179
852;"Dell";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" Radeon R7 M445";"AMD";"linux";2.8;46087
853;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GT 940MX";"Nvidia";"window";2.0;101392
854;"Asus";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 930MX";"Nvidia";"window";2.3;41931
855;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.9;50350
856;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" HD Graphics 505";"Intel";"window";2.0;23923
857;"HP";"2 in 1 Convertible";13.0;1920;1080;1;2.8;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;136344
858;"Dell";"Notebook";13.0;1920;1080;1;2.3;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 520";"Intel";"window";1.6;34579
859;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"N/A";2.2;24988
860;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.3;45323
861;"HP";"Notebook";16.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" Radeon R7 M465";"AMD";"window";1.8;71875
862;"Toshiba";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.1;68465
863;"Lenovo";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"N/A";2.5;54186
864;"Dell";"Ultrabook";13.0;3200;1800;1;2.5;"Intel";"Core i7";16;"SSD";512;0;" Iris Plus Graphics 640";"Intel";"window";1.3;119347
865;"HP";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.1;48485
866;"Toshiba";"Ultrabook";13.0;1366;768;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;58342
867;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;103896
868;"Acer";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;48059
869;"Dell";"Workstation";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" Quadro M620";"Nvidia";"window";2.2;94732
870;"Lenovo";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.4;56210
871;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M430";"AMD";"N/A";2.2;25521
872;"Toshiba";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;73953
873;"Lenovo";"Notebook";13.0;1920;1080;0;2.4;"Intel";"Core i3";4;"SSD";180;0;" HD Graphics 620";"Intel";"window";1.4;39161
874;"Samsung";"Ultrabook";15.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.2;98515
875;"Dell";"Ultrabook";13.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;90043
876;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" HD Graphics 505";"Intel";"linux";2.0;21258
877;"Xiaomi";"Ultrabook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.3;49817
878;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"Hybrid";128;1024;" GeForce 940MX";"Nvidia";"window";2.2;48618
879;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;44702
880;"HP";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;90576
881;"HP";"2 in 1 Convertible";16.0;1366;768;1;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.3;36486
882;"Asus";"Notebook";14.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.7;18541
883;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 940MX";"Nvidia";"window";2.2;35644
884;"Dell";"Notebook";16.0;1366;768;0;1.6;"Intel";"Pentium Quad";4;"HDD";500;0;" HD Graphics";"Intel";"window";2.2;19660
885;"HP";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;95851
886;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M420X";"AMD";"linux";2.2;24280
887;"Asus";"Gaming";17.0;1920;1080;0;2.5;"Intel";"Core i5";12;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;72988
888;"Acer";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.3;15824
